"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
11,9,3,7,18,36,25,31,14,14
9,10,5,2,49,227,96,89,14,19
7,13,8,0,65,460,128,96,19,20
9,5,0,8,59,400,102,84,22,14
13,10,0,7,57,396,98,80,14,15
12,9,2,0,53,396,108,78,12,17
11,12,5,3,28,56,39,32,12,11
11,12,7,4,20,26,23,24,12,18
12,12,3,6,25,38,30,35,15,19
9,6,2,4,27,50,35,46,16,20
7,10,6,4,21,35,27,27,10,17
8,16,7,4,50,224,98,88,15,16
18,13,0,8,70,459,125,96,21,16
14,9,0,4,60,398,102,84,20,21
10,5,3,0,56,393,102,82,10,16
9,15,7,4,57,391,108,76,9,16
11,14,6,3,32,56,40,34,14,14
11,12,4,5,18,26,23,23,12,15
8,10,3,5,21,40,28,37,16,20
8,9,6,3,24,53,36,45,12,21
8,12,6,1,20,33,29,28,12,16
14,15,7,2,51,225,92,87,18,14
14,12,0,9,60,459,126,99,22,13
14,4,0,0,54,399,100,86,15,17
10,14,8,5,52,387,103,76,7,16
7,14,5,0,63,390,107,75,13,17
15,13,3,6,27,57,36,36,17,13
9,10,6,7,18,28,20,25,15,14
10,9,6,7,20,42,28,36,13,20
7,10,5,0,27,51,39,47,15,24
11,11,7,4,21,33,27,25,13,15
16,11,0,4,49,228,94,90,18,13
12,8,1,3,55,461,122,106,17,17
10,12,9,4,57,392,109,79,11,17
8,13,5,0,60,388,107,78,14,17
15,16,1,4,57,392,98,76,23,15
13,11,5,7,27,58,39,36,12,13
11,11,5,8,16,28,20,25,12,14
8,9,6,5,20,40,29,36,12,21
14,13,6,1,27,49,38,42,15,21
13,11,6,5,22,35,29,30,14,19
11,10,0,7,45,227,92,91,19,13
15,6,2,3,58,457,127,102,14,17
7,12,8,0,59,393,110,77,17,22
14,15,0,4,58,389,96,74,16,16
16,12,0,2,50,392,99,82,15,15
11,10,6,5,30,55,43,37,12,15
9,9,6,6,16,28,21,24,11,14
11,11,5,4,23,37,33,34,12,19
10,14,5,0,27,51,37,41,14,25
10,13,5,6,18,35,23,28,13,13
8,8,3,1,46,226,92,92,18,20
8,9,6,0,65,453,124,99,16,21
14,16,0,0,59,392,99,75,18,19
12,17,0,6,54,385,98,77,20,15
14,15,6,4,54,384,97,80,10,14
12,9,7,4,30,58,40,35,12,12
12,11,9,5,19,27,23,25,11,16
10,9,5,3,24,40,31,33,14,19
11,12,2,3,26,54,33,42,16,21
9,10,6,4,20,34,26,29,11,15
7,11,6,3,52,224,96,90,14,16
11,14,8,0,64,458,124,95,20,24
13,11,1,2,55,391,94,77,15,15
13,8,1,3,58,382,97,79,9,12
10,11,3,2,61,386,104,81,14,18
9,13,5,2,28,58,41,33,12,15
10,11,6,4,18,29,24,23,14,16
10,12,2,5,19,41,27,34,17,19
9,11,2,6,25,51,36,48,14,20
10,10,8,1,24,33,27,29,12,17
10,12,3,1,52,227,95,86,18,16
18,16,0,3,56,458,122,94,19,16
18,13,4,6,55,392,95,84,12,14
14,3,8,0,59,384,100,78,12,17
8,11,6,0,52,386,104,77,12,17
9,13,3,6,28,58,39,33,15,13
11,12,6,5,14,29,20,23,13,14
9,10,2,8,21,39,29,39,16,16
7,9,6,3,28,51,38,47,14,23
9,14,6,6,22,36,29,26,13,15
13,11,0,5,43,226,92,91,18,13
16,14,1,9,58,453,119,102,16,13
9,9,10,1,60,384,101,78,15,19
11,8,6,3,47,378,101,77,14,16
9,17,0,6,51,382,97,74,21,12
13,13,6,5,32,57,35,34,13,11
