"V2","V3","V4","V5","V6","V7","V8","V9"
10,4,1,3,3,3,6,2
17,5,0,6,0,2,8,0
6,4,2,3,1,1,7,1
9,2,3,6,5,2,9,0
12,4,4,5,1,3,8,0
16,5,0,3,0,2,9,2
20,4,1,4,0,0,11,0
18,4,2,5,1,2,10,2
11,4,2,4,2,3,6,1
19,4,0,4,3,2,8,1
5,4,1,3,3,0,6,2
8,4,1,4,2,3,8,2
11,5,3,5,1,1,13,2
15,4,1,1,2,0,12,3
18,4,0,6,0,0,10,0
18,4,4,3,2,1,11,0
13,3,2,5,3,0,7,1
19,5,1,3,2,0,8,0
5,4,2,5,2,4,6,2
8,6,3,3,3,4,8,4
12,7,1,3,2,3,13,3
14,4,1,2,2,3,9,0
15,6,1,5,0,3,8,1
17,6,2,4,1,1,13,3
10,3,1,3,1,3,6,1
16,4,0,6,0,2,7,0
7,0,2,3,2,1,5,0
9,4,3,5,2,2,7,1
12,5,3,3,3,2,12,3
17,3,0,3,1,1,11,0
19,5,0,4,0,1,12,0
18,4,2,4,1,2,9,1
13,5,3,3,3,2,7,3
17,4,2,3,0,5,8,1
5,1,3,3,0,1,7,1
9,5,2,4,4,2,9,3
13,5,0,6,2,3,11,2
16,1,0,5,2,0,11,0
18,4,3,1,1,0,11,0
19,6,0,4,4,2,12,2
12,3,2,4,3,2,7,2
18,4,2,4,4,1,8,0
5,2,0,3,3,3,7,3
8,5,3,6,3,2,9,2
12,6,3,2,3,2,11,2
17,4,0,5,3,0,12,2
20,2,0,5,0,2,13,0
19,6,1,3,4,1,10,2
12,5,2,3,4,0,5,1
18,4,0,5,2,2,9,1
4,2,2,2,1,1,4,1
8,5,1,2,2,1,8,1
10,7,2,6,1,4,12,3
16,4,1,2,0,1,12,2
17,5,2,4,0,1,10,0
17,6,2,2,0,2,9,1
12,4,2,5,1,2,7,2
17,1,2,1,3,3,9,0
5,4,1,1,1,1,5,1
11,5,2,4,3,2,8,3
