"V2","V3","V4","V5","V6","V7","V8","V9"
5,4,3,35,285,76,68,16
14,6,3,20,38,26,31,15
10,2,3,19,50,32,42,17
8,4,4,15,34,23,31,13
11,8,0,29,203,77,84,13
10,2,0,42,389,99,91,16
11,0,2,30,273,74,67,17
6,6,0,30,266,74,67,16
12,3,0,33,266,77,66,13
7,3,1,18,39,25,34,17
8,8,1,16,52,31,44,14
12,7,2,16,31,26,27,12
12,0,0,34,203,75,81,16
10,4,3,35,391,91,89,14
2,6,0,31,260,74,70,16
8,4,0,33,251,78,68,11
14,0,0,31,258,79,67,12
9,4,3,16,37,25,34,14
9,6,1,19,49,33,42,14
12,6,4,18,31,23,25,9
8,2,0,30,206,73,80,14
12,3,4,31,386,90,90,20
11,4,0,34,252,75,72,14
15,4,0,33,252,75,66,11
13,3,2,25,257,69,64,17
10,5,0,17,34,26,34,13
14,3,0,21,48,34,40,12
9,4,4,13,33,24,25,12
8,1,0,28,203,70,82,15
9,6,0,37,382,96,96,8
12,5,1,36,242,79,70,8
9,1,2,27,241,71,60,16
7,0,2,33,239,68,65,18
13,4,2,19,36,29,34,12
10,3,1,20,48,30,39,14
8,5,4,15,31,22,26,13
5,1,1,32,203,75,86,15
16,3,0,36,377,95,94,7
13,3,3,25,236,75,70,14
4,0,3,28,229,69,65,18
10,4,0,36,228,69,64,12
11,5,1,17,33,27,32,12
7,3,3,16,50,31,42,14
8,5,2,18,34,22,28,12
15,2,0,27,204,71,85,10
13,0,2,29,375,92,94,15
6,4,3,31,219,68,62,13
11,2,0,32,218,64,63,15
12,4,0,28,216,63,70,12
11,3,5,15,37,26,32,15
8,5,3,16,50,29,43,14
9,5,4,17,33,24,29,11
13,3,0,24,202,72,85,11
13,5,4,27,371,91,89,14
3,0,1,30,212,69,64,19
7,5,0,29,201,62,65,11
10,4,0,27,206,67,67,14
10,5,2,19,38,26,32,12
8,6,2,16,52,29,43,14
10,5,1,17,32,23,28,8
13,2,0,25,201,74,83,14
12,0,3,26,369,90,86,15
11,0,0,27,199,64,66,15
9,5,0,29,197,65,71,11
7,4,3,22,198,65,65,10
9,6,0,17,35,24,33,12
9,6,0,16,48,29,44,9
9,2,3,11,34,25,25,12
13,4,4,21,202,73,79,14
7,3,0,34,363,86,94,12
6,8,0,28,192,67,66,8
16,3,6,19,190,68,56,11
10,0,3,25,199,68,62,11
8,4,2,15,35,25,35,13
9,4,4,15,49,33,39,11
11,4,2,14,33,22,25,13
6,4,0,28,201,68,85,12
10,6,2,27,356,84,89,12
12,2,4,22,190,66,56,11
4,0,0,25,190,64,54,18
9,6,0,28,189,63,55,12
11,2,4,11,38,26,31,13
12,5,0,19,47,29,42,12
9,7,3,15,31,23,30,10
14,0,6,19,195,62,78,10
9,0,3,24,344,84,88,14
10,4,0,21,124,54,54,11
8,5,2,21,140,51,55,8
13,1,2,21,142,56,53,11
7,5,0,14,36,26,34,13
10,5,0,14,45,28,43,12
12,5,3,13,31,24,25,9
11,0,0,18,193,64,78,16
11,5,0,19,334,73,86,13
11,4,2,22,123,52,56,8
11,2,2,15,126,54,51,11
12,1,4,13,131,55,46,15
11,7,2,13,34,23,33,11
10,2,5,14,46,31,41,11
11,5,3,9,31,23,23,12
7,4,0,16,191,60,77,13
12,7,0,23,320,75,85,7
12,2,3,15,112,52,54,11
12,3,1,13,116,51,42,12
12,5,0,16,121,49,48,7
10,3,4,15,34,25,34,12
11,4,1,10,48,30,41,14
10,6,3,12,33,24,26,10
8,4,0,15,187,58,81,10
11,0,6,18,312,73,85,13
11,1,1,16,113,54,53,13
6,7,0,13,113,46,48,7
9,2,1,18,115,45,50,9
11,2,5,11,34,24,33,14
8,9,0,15,48,28,42,8
9,7,2,13,32,18,27,10
13,0,1,16,182,58,76,13
12,4,0,14,300,68,81,16
11,6,0,14,108,45,52,8
9,0,3,14,102,40,48,8
12,0,1,18,99,44,45,13
8,7,0,13,37,22,34,8
11,2,2,14,47,26,42,11
12,6,7,11,29,23,24,13
13,6,0,11,179,54,72,13
7,6,0,19,297,64,84,9
13,0,2,16,105,43,52,14
13,2,2,14,90,45,39,12
8,8,1,13,91,39,43,7
11,2,5,13,36,21,34,12
11,1,3,14,44,29,40,15
8,7,2,11,30,22,25,8
8,4,0,15,179,53,75,12
13,0,0,17,299,61,82,17
11,2,4,18,103,43,49,12
9,4,2,13,88,39,42,10
6,7,0,11,86,37,47,9
14,1,2,14,33,22,32,15
11,6,3,14,45,28,39,9
9,6,3,9,31,18,26,10
7,1,0,17,177,52,73,12
15,0,3,26,302,61,74,18
8,3,0,17,104,45,50,9
9,9,0,12,90,35,46,5
13,2,0,17,93,36,41,13
9,5,3,13,36,24,32,12
6,5,0,11,46,29,41,9
9,5,3,13,30,20,24,9
12,0,1,19,177,57,65,19
7,6,3,15,303,64,78,9
9,6,2,17,106,44,52,9
11,0,0,19,93,36,40,13
9,1,2,16,90,46,40,9
7,5,4,12,35,25,33,10
11,5,2,14,47,27,43,10
8,3,0,12,31,19,27,10
5,3,0,19,176,55,65,11
9,1,4,21,301,63,79,16
9,5,4,14,106,42,48,7
8,4,0,17,93,36,44,4
9,0,0,20,90,44,42,7
10,2,0,15,34,22,32,16
7,3,5,13,47,27,41,11
