"V2","V3","V4","V5","V6","V7","V8","V9"
15,5,3,4,8,4,15,0
19,5,0,3,8,3,14,3
12,6,2,9,8,7,16,5
14,6,5,9,5,7,15,4
18,5,6,5,11,7,16,2
21,4,3,7,10,5,22,0
24,0,0,8,15,4,23,0
24,3,1,8,9,7,18,4
19,3,4,7,10,6,16,1
24,5,4,5,11,5,14,0
12,6,3,9,6,9,12,2
11,5,3,6,7,7,13,3
18,5,2,8,6,6,9,1
22,2,0,12,4,8,10,4
21,3,0,11,5,10,12,2
21,6,1,9,8,6,13,0
18,2,0,7,8,6,9,1
23,4,0,9,5,7,5,4
12,8,3,7,6,7,14,2
13,6,1,9,3,7,11,5
16,2,2,9,6,9,10,3
20,3,0,9,1,9,18,1
21,6,2,10,2,12,16,0
24,5,3,12,4,10,13,2
19,4,0,10,4,10,12,4
21,4,3,9,2,10,11,1
15,4,1,8,4,8,12,3
13,4,2,5,2,7,15,4
13,5,3,4,3,7,10,2
21,6,2,9,2,6,11,0
26,2,0,9,1,9,10,2
23,2,0,8,1,8,9,2
17,5,5,8,4,5,12,0
20,5,2,5,5,10,9,2
13,6,4,8,1,5,12,2
